 Variables = "X", "Y", "Z"
Zone i=   31 j=   41 f=point
 0.14782E+00   0.40115E-01  -0.46957E-01
 0.16110E+00   0.39438E-01  -0.46953E-01
 0.17386E+00   0.38768E-01  -0.46854E-01
 0.18613E+00   0.38101E-01  -0.46625E-01
 0.19793E+00   0.37417E-01  -0.46197E-01
 0.20926E+00   0.36719E-01  -0.45675E-01
 0.22015E+00   0.36028E-01  -0.45156E-01
 0.23062E+00   0.35348E-01  -0.44621E-01
 0.24068E+00   0.34681E-01  -0.44053E-01
 0.25036E+00   0.34030E-01  -0.43464E-01
 0.25966E+00   0.33399E-01  -0.42863E-01
 0.26859E+00   0.32764E-01  -0.42228E-01
 0.27718E+00   0.32131E-01  -0.41545E-01
 0.28542E+00   0.31482E-01  -0.40812E-01
 0.29334E+00   0.30810E-01  -0.40042E-01
 0.30094E+00   0.30109E-01  -0.39226E-01
 0.30824E+00   0.29389E-01  -0.38377E-01
 0.31525E+00   0.28665E-01  -0.37515E-01
 0.32197E+00   0.27925E-01  -0.36640E-01
 0.32843E+00   0.27175E-01  -0.35767E-01
 0.33464E+00   0.26407E-01  -0.34894E-01
 0.34059E+00   0.25621E-01  -0.34024E-01
 0.34630E+00   0.24816E-01  -0.33159E-01
 0.35178E+00   0.23989E-01  -0.32309E-01
 0.35705E+00   0.23144E-01  -0.31478E-01
 0.36210E+00   0.22286E-01  -0.30665E-01
 0.36694E+00   0.21409E-01  -0.29872E-01
 0.37159E+00   0.20518E-01  -0.29104E-01
 0.37605E+00   0.19617E-01  -0.28359E-01
 0.38033E+00   0.18712E-01  -0.27639E-01
 0.38444E+00   0.17805E-01  -0.26955E-01
 0.38838E+00   0.16910E-01  -0.26308E-01
 0.39218E+00   0.16032E-01  -0.25701E-01
 0.39583E+00   0.15177E-01  -0.25134E-01
 0.39934E+00   0.14357E-01  -0.24607E-01
 0.40272E+00   0.13574E-01  -0.24120E-01
 0.40597E+00   0.12827E-01  -0.23665E-01
 0.40910E+00   0.12114E-01  -0.23236E-01
 0.41211E+00   0.11424E-01  -0.22830E-01
 0.41500E+00   0.10747E-01  -0.22442E-01
 0.41778E+00   0.10080E-01  -0.22067E-01
 0.42044E+00   0.94218E-02  -0.21702E-01
 0.42300E+00   0.87694E-02  -0.21347E-01
 0.42545E+00   0.81231E-02  -0.21005E-01
 0.42781E+00   0.74827E-02  -0.20674E-01
 0.43007E+00   0.68535E-02  -0.20361E-01
 0.43224E+00   0.62463E-02  -0.20075E-01
 0.43434E+00   0.56727E-02  -0.19820E-01
 0.43636E+00   0.51409E-02  -0.19579E-01
 0.43831E+00   0.46543E-02  -0.19327E-01
 0.44018E+00   0.42103E-02  -0.19068E-01
 0.44199E+00   0.38000E-02  -0.18804E-01
 0.44373E+00   0.34090E-02  -0.18542E-01
 0.44539E+00   0.30243E-02  -0.18281E-01
 0.44699E+00   0.26378E-02  -0.18018E-01
 0.44852E+00   0.22676E-02  -0.17757E-01
 0.45000E+00   0.19426E-02  -0.17496E-01
 0.45143E+00   0.16777E-02  -0.17229E-01
 0.45281E+00   0.14788E-02  -0.16944E-01
 0.45413E+00   0.13353E-02  -0.16634E-01
 0.45540E+00   0.12172E-02  -0.16305E-01
 0.45661E+00   0.11022E-02  -0.15960E-01
 0.45776E+00   0.99250E-03  -0.15600E-01
 0.45887E+00   0.89684E-03  -0.15230E-01
 0.45992E+00   0.81845E-03  -0.14850E-01
 0.46093E+00   0.74590E-03  -0.14466E-01
 0.46189E+00   0.66807E-03  -0.14078E-01
 0.46281E+00   0.57697E-03  -0.13689E-01
 0.46368E+00   0.47602E-03  -0.13304E-01
 0.46452E+00   0.37086E-03  -0.12928E-01
 0.46532E+00   0.26602E-03  -0.12562E-01
 0.16050E-02   0.47520E-01  -0.46957E-01
 0.20540E-01   0.47100E-01  -0.46957E-01
 0.38745E-01   0.46645E-01  -0.46957E-01
 0.56249E-01   0.46166E-01  -0.46957E-01
 0.73077E-01   0.45641E-01  -0.46957E-01
 0.89256E-01   0.45060E-01  -0.46957E-01
 0.10481E+00   0.44416E-01  -0.46957E-01
 0.11976E+00   0.43730E-01  -0.46957E-01
 0.13414E+00   0.43028E-01  -0.46957E-01
 0.14796E+00   0.42325E-01  -0.46955E-01
 0.16125E+00   0.41624E-01  -0.46857E-01
 0.17402E+00   0.40919E-01  -0.46594E-01
 0.18629E+00   0.40210E-01  -0.46229E-01
 0.19809E+00   0.39482E-01  -0.45700E-01
 0.20942E+00   0.38747E-01  -0.45118E-01
 0.22032E+00   0.38012E-01  -0.44528E-01
 0.23079E+00   0.37283E-01  -0.43911E-01
 0.24086E+00   0.36570E-01  -0.43280E-01
 0.25054E+00   0.35873E-01  -0.42629E-01
 0.25984E+00   0.35189E-01  -0.41955E-01
 0.26877E+00   0.34496E-01  -0.41242E-01
 0.27735E+00   0.33801E-01  -0.40478E-01
 0.28559E+00   0.33087E-01  -0.39670E-01
 0.29350E+00   0.32345E-01  -0.38825E-01
 0.30110E+00   0.31578E-01  -0.37946E-01
 0.30839E+00   0.30803E-01  -0.37048E-01
 0.31539E+00   0.30021E-01  -0.36137E-01
 0.32212E+00   0.29228E-01  -0.35219E-01
 0.32857E+00   0.28423E-01  -0.34304E-01
 0.33477E+00   0.27600E-01  -0.33391E-01
 0.34071E+00   0.26760E-01  -0.32484E-01
 0.34642E+00   0.25906E-01  -0.31586E-01
 0.35189E+00   0.25031E-01  -0.30705E-01
 0.35715E+00   0.24142E-01  -0.29846E-01
 0.36219E+00   0.23232E-01  -0.29002E-01
 0.36702E+00   0.22303E-01  -0.28177E-01
 0.37166E+00   0.21355E-01  -0.27377E-01
 0.37611E+00   0.20406E-01  -0.26604E-01
 0.38038E+00   0.19459E-01  -0.25862E-01
 0.38449E+00   0.18524E-01  -0.25161E-01
 0.38843E+00   0.17606E-01  -0.24499E-01
 0.39222E+00   0.16709E-01  -0.23879E-01
 0.39587E+00   0.15837E-01  -0.23298E-01
 0.39937E+00   0.14996E-01  -0.22758E-01
 0.40275E+00   0.14195E-01  -0.22257E-01
 0.40600E+00   0.13430E-01  -0.21790E-01
 0.40913E+00   0.12689E-01  -0.21346E-01
 0.41213E+00   0.11961E-01  -0.20921E-01
 0.41501E+00   0.11240E-01  -0.20515E-01
 0.41777E+00   0.10525E-01  -0.20121E-01
 0.42043E+00   0.98214E-02  -0.19740E-01
 0.42297E+00   0.91278E-02  -0.19371E-01
 0.42542E+00   0.84464E-02  -0.19016E-01
 0.42777E+00   0.77799E-02  -0.18676E-01
 0.43002E+00   0.71321E-02  -0.18353E-01
 0.43219E+00   0.65083E-02  -0.18057E-01
 0.43428E+00   0.59154E-02  -0.17792E-01
 0.43630E+00   0.53571E-02  -0.17541E-01
 0.43824E+00   0.48336E-02  -0.17282E-01
 0.44010E+00   0.43429E-02  -0.17015E-01
 0.44190E+00   0.38832E-02  -0.16748E-01
 0.44363E+00   0.34539E-02  -0.16483E-01
 0.44529E+00   0.30593E-02  -0.16221E-01
 0.44690E+00   0.27068E-02  -0.15958E-01
 0.44845E+00   0.23996E-02  -0.15696E-01
 0.44994E+00   0.21379E-02  -0.15436E-01
 0.45138E+00   0.19164E-02  -0.15171E-01
 0.45276E+00   0.17273E-02  -0.14887E-01
 0.45408E+00   0.15649E-02  -0.14580E-01
 0.45535E+00   0.14254E-02  -0.14253E-01
 0.45656E+00   0.13058E-02  -0.13913E-01
 0.45772E+00   0.12029E-02  -0.13559E-01
 0.45883E+00   0.11125E-02  -0.13195E-01
 0.45989E+00   0.10318E-02  -0.12820E-01
 0.46090E+00   0.95669E-03  -0.12440E-01
 0.46186E+00   0.88381E-03  -0.12058E-01
 0.46278E+00   0.81070E-03  -0.11676E-01
 0.46366E+00   0.73770E-03  -0.11299E-01
 0.46451E+00   0.66586E-03  -0.10930E-01
 0.46532E+00   0.59604E-03  -0.10573E-01
 0.16050E-02   0.49843E-01  -0.46957E-01
 0.20552E-01   0.49425E-01  -0.46957E-01
 0.38769E-01   0.48969E-01  -0.46957E-01
 0.56285E-01   0.48488E-01  -0.46957E-01
 0.73125E-01   0.47957E-01  -0.46957E-01
 0.89314E-01   0.47365E-01  -0.46957E-01
 0.10488E+00   0.46706E-01  -0.46957E-01
 0.11984E+00   0.46003E-01  -0.46957E-01
 0.13422E+00   0.45281E-01  -0.46954E-01
 0.14805E+00   0.44555E-01  -0.46844E-01
 0.16134E+00   0.43819E-01  -0.46584E-01
 0.17412E+00   0.43073E-01  -0.46195E-01
 0.18640E+00   0.42316E-01  -0.45706E-01
 0.19819E+00   0.41546E-01  -0.45101E-01
 0.20953E+00   0.40769E-01  -0.44459E-01
 0.22043E+00   0.39988E-01  -0.43802E-01
 0.23090E+00   0.39213E-01  -0.43124E-01
 0.24097E+00   0.38456E-01  -0.42438E-01
 0.25064E+00   0.37714E-01  -0.41735E-01
 0.25994E+00   0.36973E-01  -0.40986E-01
 0.26887E+00   0.36220E-01  -0.40196E-01
 0.27744E+00   0.35463E-01  -0.39361E-01
 0.28568E+00   0.34685E-01  -0.38484E-01
 0.29358E+00   0.33881E-01  -0.37577E-01
 0.30117E+00   0.33057E-01  -0.36647E-01
 0.30845E+00   0.32228E-01  -0.35704E-01
 0.31545E+00   0.31396E-01  -0.34752E-01
 0.32217E+00   0.30554E-01  -0.33796E-01
 0.32861E+00   0.29699E-01  -0.32844E-01
 0.33480E+00   0.28829E-01  -0.31897E-01
 0.34074E+00   0.27949E-01  -0.30962E-01
 0.34644E+00   0.27059E-01  -0.30041E-01
 0.35191E+00   0.26151E-01  -0.29138E-01
 0.35716E+00   0.25221E-01  -0.28250E-01
 0.36219E+00   0.24267E-01  -0.27376E-01
 0.36702E+00   0.23303E-01  -0.26527E-01
 0.37165E+00   0.22330E-01  -0.25707E-01
 0.37609E+00   0.21359E-01  -0.24917E-01
 0.38036E+00   0.20396E-01  -0.24160E-01
 0.38446E+00   0.19448E-01  -0.23446E-01
 0.38841E+00   0.18526E-01  -0.22776E-01
 0.39220E+00   0.17628E-01  -0.22148E-01
 0.39585E+00   0.16758E-01  -0.21562E-01
 0.39936E+00   0.15922E-01  -0.21016E-01
 0.40273E+00   0.15116E-01  -0.20504E-01
 0.40598E+00   0.14330E-01  -0.20018E-01
 0.40909E+00   0.13552E-01  -0.19548E-01
 0.41208E+00   0.12778E-01  -0.19096E-01
 0.41495E+00   0.12016E-01  -0.18664E-01
 0.41770E+00   0.11264E-01  -0.18250E-01
 0.42035E+00   0.10528E-01  -0.17850E-01
 0.42289E+00   0.98112E-02  -0.17466E-01
 0.42533E+00   0.91141E-02  -0.17100E-01
 0.42767E+00   0.84370E-02  -0.16747E-01
 0.42993E+00   0.77777E-02  -0.16412E-01
 0.43209E+00   0.71340E-02  -0.16102E-01
 0.43417E+00   0.65126E-02  -0.15821E-01
 0.43618E+00   0.59277E-02  -0.15557E-01
 0.43812E+00   0.53892E-02  -0.15289E-01
 0.43998E+00   0.48786E-02  -0.15014E-01
 0.44177E+00   0.43953E-02  -0.14736E-01
 0.44350E+00   0.39743E-02  -0.14470E-01
 0.44517E+00   0.36221E-02  -0.14217E-01
 0.44679E+00   0.33180E-02  -0.13965E-01
 0.44835E+00   0.30460E-02  -0.13711E-01
 0.44985E+00   0.27955E-02  -0.13454E-01
 0.45129E+00   0.25660E-02  -0.13188E-01
 0.45267E+00   0.23651E-02  -0.12906E-01
 0.45399E+00   0.21957E-02  -0.12602E-01
 0.45526E+00   0.20541E-02  -0.12281E-01
 0.45647E+00   0.19356E-02  -0.11947E-01
 0.45764E+00   0.18335E-02  -0.11599E-01
 0.45875E+00   0.17398E-02  -0.11241E-01
 0.45981E+00   0.16515E-02  -0.10872E-01
 0.46082E+00   0.15756E-02  -0.10502E-01
 0.46179E+00   0.15208E-02  -0.10136E-01
 0.46273E+00   0.14933E-02  -0.97800E-02
 0.46362E+00   0.14871E-02  -0.94366E-02
 0.46449E+00   0.14934E-02  -0.91057E-02
 0.46532E+00   0.15052E-02  -0.87872E-02
 0.16050E-02   0.52189E-01  -0.46957E-01
 0.20554E-01   0.51773E-01  -0.46957E-01
 0.38773E-01   0.51317E-01  -0.46957E-01
 0.56290E-01   0.50833E-01  -0.46957E-01
 0.73131E-01   0.50296E-01  -0.46957E-01
 0.89321E-01   0.49696E-01  -0.46957E-01
 0.10489E+00   0.49022E-01  -0.46957E-01
 0.11985E+00   0.48302E-01  -0.46940E-01
 0.13423E+00   0.47555E-01  -0.46798E-01
 0.14806E+00   0.46793E-01  -0.46534E-01
 0.16134E+00   0.46018E-01  -0.46161E-01
 0.17411E+00   0.45227E-01  -0.45663E-01
 0.18639E+00   0.44421E-01  -0.45074E-01
 0.19818E+00   0.43607E-01  -0.44402E-01
 0.20951E+00   0.42788E-01  -0.43709E-01
 0.22040E+00   0.41964E-01  -0.43000E-01
 0.23087E+00   0.41149E-01  -0.42282E-01
 0.24093E+00   0.40349E-01  -0.41552E-01
 0.25060E+00   0.39556E-01  -0.40785E-01
 0.25988E+00   0.38758E-01  -0.39968E-01
 0.26880E+00   0.37945E-01  -0.39107E-01
 0.27737E+00   0.37131E-01  -0.38210E-01
 0.28559E+00   0.36295E-01  -0.37276E-01
 0.29348E+00   0.35438E-01  -0.36321E-01
 0.30106E+00   0.34562E-01  -0.35347E-01
 0.30834E+00   0.33686E-01  -0.34366E-01
 0.31532E+00   0.32808E-01  -0.33379E-01
 0.32203E+00   0.31922E-01  -0.32391E-01
 0.32847E+00   0.31033E-01  -0.31414E-01
 0.33465E+00   0.30134E-01  -0.30449E-01
 0.34058E+00   0.29230E-01  -0.29498E-01
 0.34628E+00   0.28319E-01  -0.28563E-01
 0.35174E+00   0.27386E-01  -0.27640E-01
 0.35698E+00   0.26427E-01  -0.26729E-01
 0.36200E+00   0.25452E-01  -0.25836E-01
 0.36683E+00   0.24474E-01  -0.24973E-01
 0.37146E+00   0.23495E-01  -0.24144E-01
 0.37590E+00   0.22526E-01  -0.23348E-01
 0.38017E+00   0.21567E-01  -0.22587E-01
 0.38427E+00   0.20626E-01  -0.21869E-01
 0.38822E+00   0.19706E-01  -0.21193E-01
 0.39201E+00   0.18824E-01  -0.20568E-01
 0.39567E+00   0.17972E-01  -0.19987E-01
 0.39918E+00   0.17143E-01  -0.19437E-01
 0.40255E+00   0.16328E-01  -0.18909E-01
 0.40579E+00   0.15524E-01  -0.18400E-01
 0.40889E+00   0.14728E-01  -0.17909E-01
 0.41188E+00   0.13938E-01  -0.17436E-01
 0.41474E+00   0.13161E-01  -0.16986E-01
 0.41749E+00   0.12406E-01  -0.16560E-01
 0.42013E+00   0.11675E-01  -0.16157E-01
 0.42268E+00   0.10970E-01  -0.15772E-01
 0.42512E+00   0.10281E-01  -0.15401E-01
 0.42746E+00   0.96048E-02  -0.15041E-01
 0.42972E+00   0.89477E-02  -0.14699E-01
 0.43188E+00   0.83162E-02  -0.14386E-01
 0.43397E+00   0.77129E-02  -0.14107E-01
 0.43599E+00   0.71419E-02  -0.13845E-01
 0.43792E+00   0.66074E-02  -0.13575E-01
 0.43978E+00   0.61056E-02  -0.13301E-01
 0.44158E+00   0.56389E-02  -0.13036E-01
 0.44331E+00   0.52272E-02  -0.12778E-01
 0.44499E+00   0.48727E-02  -0.12524E-01
 0.44661E+00   0.45550E-02  -0.12263E-01
 0.44816E+00   0.42605E-02  -0.11992E-01
 0.44965E+00   0.39841E-02  -0.11717E-01
 0.45108E+00   0.37298E-02  -0.11441E-01
 0.45246E+00   0.35123E-02  -0.11157E-01
 0.45378E+00   0.33386E-02  -0.10861E-01
 0.45505E+00   0.31990E-02  -0.10554E-01
 0.45627E+00   0.30829E-02  -0.10235E-01
 0.45744E+00   0.29898E-02  -0.99080E-02
 0.45857E+00   0.29225E-02  -0.95819E-02
 0.45964E+00   0.28856E-02  -0.92616E-02
 0.46068E+00   0.28790E-02  -0.89539E-02
 0.46168E+00   0.29031E-02  -0.86647E-02
 0.46264E+00   0.29583E-02  -0.83985E-02
 0.46357E+00   0.30359E-02  -0.81533E-02
 0.46446E+00   0.31254E-02  -0.79242E-02
 0.46532E+00   0.32184E-02  -0.77070E-02
 0.16050E-02   0.54559E-01  -0.46943E-01
 0.20551E-01   0.54145E-01  -0.46957E-01
 0.38767E-01   0.53689E-01  -0.46957E-01
 0.56280E-01   0.53203E-01  -0.46957E-01
 0.73119E-01   0.52660E-01  -0.46957E-01
 0.89306E-01   0.52050E-01  -0.46952E-01
 0.10487E+00   0.51360E-01  -0.46879E-01
 0.11982E+00   0.50610E-01  -0.46691E-01
 0.13420E+00   0.49827E-01  -0.46415E-01
 0.14802E+00   0.49027E-01  -0.46058E-01
 0.16130E+00   0.48211E-01  -0.45597E-01
 0.17406E+00   0.47375E-01  -0.45018E-01
 0.18632E+00   0.46520E-01  -0.44343E-01
 0.19811E+00   0.45664E-01  -0.43620E-01
 0.20943E+00   0.44803E-01  -0.42881E-01
 0.22031E+00   0.43941E-01  -0.42139E-01
 0.23078E+00   0.43088E-01  -0.41387E-01
 0.24083E+00   0.42239E-01  -0.40603E-01
 0.25048E+00   0.41388E-01  -0.39769E-01
 0.25976E+00   0.40532E-01  -0.38885E-01
 0.26866E+00   0.39670E-01  -0.37976E-01
 0.27722E+00   0.38802E-01  -0.37027E-01
 0.28543E+00   0.37916E-01  -0.36047E-01
 0.29331E+00   0.37009E-01  -0.35050E-01
 0.30087E+00   0.36089E-01  -0.34042E-01
 0.30814E+00   0.35169E-01  -0.33028E-01
 0.31512E+00   0.34254E-01  -0.32014E-01
 0.32181E+00   0.33339E-01  -0.31007E-01
 0.32825E+00   0.32428E-01  -0.30017E-01
 0.33442E+00   0.31518E-01  -0.29046E-01
 0.34036E+00   0.30603E-01  -0.28090E-01
 0.34605E+00   0.29674E-01  -0.27141E-01
 0.35150E+00   0.28726E-01  -0.26206E-01
 0.35674E+00   0.27756E-01  -0.25284E-01
 0.36176E+00   0.26778E-01  -0.24386E-01
 0.36658E+00   0.25798E-01  -0.23516E-01
 0.37121E+00   0.24826E-01  -0.22686E-01
 0.37565E+00   0.23865E-01  -0.21890E-01
 0.37993E+00   0.22926E-01  -0.21138E-01
 0.38403E+00   0.22005E-01  -0.20429E-01
 0.38799E+00   0.21114E-01  -0.19769E-01
 0.39179E+00   0.20247E-01  -0.19148E-01
 0.39544E+00   0.19398E-01  -0.18559E-01
 0.39895E+00   0.18569E-01  -0.17999E-01
 0.40232E+00   0.17753E-01  -0.17460E-01
 0.40555E+00   0.16950E-01  -0.16943E-01
 0.40866E+00   0.16162E-01  -0.16448E-01
 0.41165E+00   0.15389E-01  -0.15981E-01
 0.41452E+00   0.14639E-01  -0.15546E-01
 0.41728E+00   0.13913E-01  -0.15139E-01
 0.41994E+00   0.13209E-01  -0.14752E-01
 0.42249E+00   0.12524E-01  -0.14378E-01
 0.42493E+00   0.11856E-01  -0.14019E-01
 0.42729E+00   0.11204E-01  -0.13676E-01
 0.42955E+00   0.10570E-01  -0.13350E-01
 0.43172E+00   0.99553E-02  -0.13045E-01
 0.43381E+00   0.93597E-02  -0.12763E-01
 0.43582E+00   0.87913E-02  -0.12495E-01
 0.43776E+00   0.82631E-02  -0.12226E-01
 0.43963E+00   0.77744E-02  -0.11961E-01
 0.44143E+00   0.73222E-02  -0.11706E-01
 0.44316E+00   0.69121E-02  -0.11448E-01
 0.44483E+00   0.65437E-02  -0.11176E-01
 0.44644E+00   0.62061E-02  -0.10892E-01
 0.44798E+00   0.58926E-02  -0.10602E-01
 0.44947E+00   0.56034E-02  -0.10317E-01
 0.45090E+00   0.53437E-02  -0.10042E-01
 0.45228E+00   0.51274E-02  -0.97700E-02
 0.45361E+00   0.49633E-02  -0.94976E-02
 0.45490E+00   0.48453E-02  -0.92274E-02
 0.45613E+00   0.47646E-02  -0.89635E-02
 0.45732E+00   0.47175E-02  -0.87087E-02
 0.45846E+00   0.47005E-02  -0.84647E-02
 0.45957E+00   0.47134E-02  -0.82325E-02
 0.46062E+00   0.47516E-02  -0.80114E-02
 0.46164E+00   0.48120E-02  -0.77998E-02
 0.46262E+00   0.48918E-02  -0.75965E-02
 0.46355E+00   0.49846E-02  -0.74009E-02
 0.46445E+00   0.50834E-02  -0.72128E-02
 0.46532E+00   0.51830E-02  -0.70319E-02
 0.16050E-02   0.56937E-01  -0.46694E-01
 0.20546E-01   0.56536E-01  -0.46843E-01
 0.38758E-01   0.56082E-01  -0.46884E-01
 0.56268E-01   0.55594E-01  -0.46887E-01
 0.73102E-01   0.55044E-01  -0.46855E-01
 0.89285E-01   0.54420E-01  -0.46781E-01
 0.10484E+00   0.53700E-01  -0.46546E-01
 0.11979E+00   0.52913E-01  -0.46237E-01
 0.13416E+00   0.52093E-01  -0.45880E-01
 0.14797E+00   0.51254E-01  -0.45450E-01
 0.16124E+00   0.50395E-01  -0.44918E-01
 0.17399E+00   0.49512E-01  -0.44261E-01
 0.18625E+00   0.48610E-01  -0.43524E-01
 0.19802E+00   0.47715E-01  -0.42762E-01
 0.20934E+00   0.46817E-01  -0.41993E-01
 0.22021E+00   0.45917E-01  -0.41222E-01
 0.23067E+00   0.45017E-01  -0.40422E-01
 0.24070E+00   0.44111E-01  -0.39573E-01
 0.25035E+00   0.43203E-01  -0.38679E-01
 0.25961E+00   0.42302E-01  -0.37757E-01
 0.26851E+00   0.41392E-01  -0.36804E-01
 0.27705E+00   0.40478E-01  -0.35814E-01
 0.28525E+00   0.39545E-01  -0.34795E-01
 0.29312E+00   0.38593E-01  -0.33762E-01
 0.30067E+00   0.37634E-01  -0.32725E-01
 0.30793E+00   0.36679E-01  -0.31688E-01
 0.31490E+00   0.35741E-01  -0.30663E-01
 0.32159E+00   0.34816E-01  -0.29654E-01
 0.32802E+00   0.33899E-01  -0.28666E-01
 0.33420E+00   0.32982E-01  -0.27695E-01
 0.34013E+00   0.32060E-01  -0.26735E-01
 0.34581E+00   0.31119E-01  -0.25778E-01
 0.35127E+00   0.30162E-01  -0.24835E-01
 0.35650E+00   0.29194E-01  -0.23914E-01
 0.36152E+00   0.28220E-01  -0.23015E-01
 0.36634E+00   0.27252E-01  -0.22152E-01
 0.37097E+00   0.26291E-01  -0.21325E-01
 0.37542E+00   0.25352E-01  -0.20546E-01
 0.37971E+00   0.24437E-01  -0.19810E-01
 0.38382E+00   0.23544E-01  -0.19122E-01
 0.38778E+00   0.22674E-01  -0.18476E-01
 0.39159E+00   0.21823E-01  -0.17862E-01
 0.39524E+00   0.20986E-01  -0.17276E-01
 0.39875E+00   0.20168E-01  -0.16718E-01
 0.40213E+00   0.19369E-01  -0.16188E-01
 0.40537E+00   0.18586E-01  -0.15684E-01
 0.40848E+00   0.17821E-01  -0.15208E-01
 0.41148E+00   0.17076E-01  -0.14765E-01
 0.41436E+00   0.16351E-01  -0.14353E-01
 0.41713E+00   0.15648E-01  -0.13966E-01
 0.41979E+00   0.14968E-01  -0.13601E-01
 0.42235E+00   0.14304E-01  -0.13248E-01
 0.42481E+00   0.13659E-01  -0.12911E-01
 0.42717E+00   0.13029E-01  -0.12590E-01
 0.42944E+00   0.12414E-01  -0.12281E-01
 0.43162E+00   0.11813E-01  -0.11983E-01
 0.43371E+00   0.11228E-01  -0.11705E-01
 0.43572E+00   0.10668E-01  -0.11439E-01
 0.43766E+00   0.10143E-01  -0.11165E-01
 0.43953E+00   0.96536E-02  -0.10888E-01
 0.44132E+00   0.91968E-02  -0.10617E-01
 0.44305E+00   0.87822E-02  -0.10346E-01
 0.44472E+00   0.84128E-02  -0.10071E-01
 0.44633E+00   0.80788E-02  -0.97923E-02
 0.44788E+00   0.77727E-02  -0.95151E-02
 0.44937E+00   0.74937E-02  -0.92486E-02
 0.45080E+00   0.72454E-02  -0.89963E-02
 0.45219E+00   0.70406E-02  -0.87524E-02
 0.45353E+00   0.68885E-02  -0.85123E-02
 0.45482E+00   0.67844E-02  -0.82802E-02
 0.45607E+00   0.67198E-02  -0.80621E-02
 0.45727E+00   0.66900E-02  -0.78596E-02
 0.45842E+00   0.66892E-02  -0.76691E-02
 0.45953E+00   0.67156E-02  -0.74880E-02
 0.46060E+00   0.67641E-02  -0.73133E-02
 0.46162E+00   0.68317E-02  -0.71428E-02
 0.46260E+00   0.69158E-02  -0.69744E-02
 0.46354E+00   0.70107E-02  -0.68085E-02
 0.46445E+00   0.71104E-02  -0.66466E-02
 0.46532E+00   0.72103E-02  -0.64898E-02
 0.16050E-02   0.59283E-01  -0.46119E-01
 0.20541E-01   0.58906E-01  -0.46368E-01
 0.38747E-01   0.58464E-01  -0.46471E-01
 0.56253E-01   0.57976E-01  -0.46493E-01
 0.73082E-01   0.57416E-01  -0.46438E-01
 0.89259E-01   0.56773E-01  -0.46308E-01
 0.10481E+00   0.56027E-01  -0.46014E-01
 0.11975E+00   0.55211E-01  -0.45654E-01
 0.13411E+00   0.54355E-01  -0.45237E-01
 0.14791E+00   0.53474E-01  -0.44736E-01
 0.16118E+00   0.52563E-01  -0.44118E-01
 0.17392E+00   0.51630E-01  -0.43391E-01
 0.18616E+00   0.50687E-01  -0.42611E-01
 0.19793E+00   0.49759E-01  -0.41829E-01
 0.20924E+00   0.48824E-01  -0.41037E-01
 0.22010E+00   0.47877E-01  -0.40221E-01
 0.23054E+00   0.46924E-01  -0.39369E-01
 0.24057E+00   0.45967E-01  -0.38472E-01
 0.25020E+00   0.45017E-01  -0.37547E-01
 0.25946E+00   0.44073E-01  -0.36590E-01
 0.26834E+00   0.43121E-01  -0.35602E-01
 0.27687E+00   0.42161E-01  -0.34575E-01
 0.28506E+00   0.41186E-01  -0.33523E-01
 0.29292E+00   0.40196E-01  -0.32463E-01
 0.30046E+00   0.39204E-01  -0.31406E-01
 0.30771E+00   0.38234E-01  -0.30366E-01
 0.31468E+00   0.37288E-01  -0.29345E-01
 0.32138E+00   0.36364E-01  -0.28349E-01
 0.32781E+00   0.35444E-01  -0.27365E-01
 0.33398E+00   0.34524E-01  -0.26399E-01
 0.33990E+00   0.33596E-01  -0.25437E-01
 0.34559E+00   0.32652E-01  -0.24478E-01
 0.35104E+00   0.31694E-01  -0.23535E-01
 0.35627E+00   0.30730E-01  -0.22618E-01
 0.36130E+00   0.29773E-01  -0.21735E-01
 0.36612E+00   0.28822E-01  -0.20885E-01
 0.37076E+00   0.27885E-01  -0.20081E-01
 0.37522E+00   0.26969E-01  -0.19320E-01
 0.37951E+00   0.26079E-01  -0.18607E-01
 0.38364E+00   0.25212E-01  -0.17944E-01
 0.38760E+00   0.24364E-01  -0.17318E-01
 0.39141E+00   0.23537E-01  -0.16727E-01
 0.39508E+00   0.22727E-01  -0.16170E-01
 0.39860E+00   0.21936E-01  -0.15640E-01
 0.40198E+00   0.21157E-01  -0.15130E-01
 0.40523E+00   0.20393E-01  -0.14643E-01
 0.40835E+00   0.19650E-01  -0.14190E-01
 0.41136E+00   0.18928E-01  -0.13774E-01
 0.41424E+00   0.18224E-01  -0.13387E-01
 0.41702E+00   0.17541E-01  -0.13024E-01
 0.41969E+00   0.16878E-01  -0.12680E-01
 0.42226E+00   0.16235E-01  -0.12354E-01
 0.42472E+00   0.15607E-01  -0.12036E-01
 0.42709E+00   0.14991E-01  -0.11728E-01
 0.42936E+00   0.14390E-01  -0.11433E-01
 0.43154E+00   0.13802E-01  -0.11149E-01
 0.43364E+00   0.13230E-01  -0.10880E-01
 0.43566E+00   0.12680E-01  -0.10620E-01
 0.43760E+00   0.12163E-01  -0.10351E-01
 0.43946E+00   0.11679E-01  -0.10076E-01
 0.44126E+00   0.11229E-01  -0.98095E-02
 0.44299E+00   0.10820E-01  -0.95446E-02
 0.44466E+00   0.10455E-01  -0.92763E-02
 0.44627E+00   0.10126E-01  -0.90074E-02
 0.44782E+00   0.98258E-02  -0.87429E-02
 0.44932E+00   0.95518E-02  -0.84890E-02
