 Variables = "X", "Y", "Z"
Zone i=   31 j=   41 f=point
 0.49235E+00   0.31853E-01   0.39792E-03
 0.49504E+00   0.31710E-01   0.69994E-03
 0.49772E+00   0.31564E-01   0.99214E-03
 0.50031E+00   0.31421E-01   0.12587E-02
 0.50279E+00   0.31280E-01   0.15146E-02
 0.50518E+00   0.31140E-01   0.17725E-02
 0.50748E+00   0.31002E-01   0.20302E-02
 0.50969E+00   0.30869E-01   0.22816E-02
 0.51181E+00   0.30739E-01   0.25276E-02
 0.51385E+00   0.30611E-01   0.27706E-02
 0.51581E+00   0.30488E-01   0.30074E-02
 0.51769E+00   0.30368E-01   0.32318E-02
 0.51950E+00   0.30253E-01   0.34472E-02
 0.52125E+00   0.30142E-01   0.36538E-02
 0.52292E+00   0.30034E-01   0.38500E-02
 0.52454E+00   0.29929E-01   0.40365E-02
 0.52609E+00   0.29827E-01   0.42148E-02
 0.46532E+00   0.31449E-01  -0.28462E-02
 0.46611E+00   0.32756E-01  -0.25313E-02
 0.46739E+00   0.33664E-01  -0.22248E-02
 0.46896E+00   0.34239E-01  -0.19595E-02
 0.47066E+00   0.34595E-01  -0.17171E-02
 0.47246E+00   0.34758E-01  -0.14981E-02
 0.47435E+00   0.34764E-01  -0.12907E-02
 0.47631E+00   0.34700E-01  -0.10843E-02
 0.47835E+00   0.34616E-01  -0.87140E-03
 0.48047E+00   0.34520E-01  -0.65018E-03
 0.48268E+00   0.34413E-01  -0.41737E-03
 0.48497E+00   0.34296E-01  -0.16896E-03
 0.48736E+00   0.34169E-01   0.93509E-04
 0.48984E+00   0.34033E-01   0.36970E-03
 0.49242E+00   0.33890E-01   0.65726E-03
 0.49510E+00   0.33738E-01   0.94606E-03
 0.49778E+00   0.33585E-01   0.12219E-02
 0.50036E+00   0.33433E-01   0.14794E-02
 0.50285E+00   0.33283E-01   0.17352E-02
 0.50523E+00   0.33133E-01   0.19949E-02
 0.50752E+00   0.32987E-01   0.22519E-02
 0.50972E+00   0.32844E-01   0.25051E-02
 0.51184E+00   0.32705E-01   0.27544E-02
 0.51387E+00   0.32569E-01   0.29987E-02
 0.51583E+00   0.32438E-01   0.32349E-02
 0.51771E+00   0.32311E-01   0.34599E-02
 0.51952E+00   0.32189E-01   0.36754E-02
 0.52126E+00   0.32071E-01   0.38806E-02
 0.52293E+00   0.31956E-01   0.40748E-02
 0.52454E+00   0.31844E-01   0.42600E-02
 0.52609E+00   0.31736E-01   0.44377E-02
 0.46532E+00   0.33787E-01  -0.24843E-02
 0.46615E+00   0.35069E-01  -0.21916E-02
 0.46748E+00   0.35920E-01  -0.19151E-02
 0.46906E+00   0.36451E-01  -0.16671E-02
 0.47076E+00   0.36767E-01  -0.14367E-02
 0.47257E+00   0.36901E-01  -0.12243E-02
 0.47445E+00   0.36889E-01  -0.10191E-02
 0.47641E+00   0.36815E-01  -0.81327E-03
 0.47845E+00   0.36722E-01  -0.60077E-03
 0.48056E+00   0.36617E-01  -0.37441E-03
 0.48276E+00   0.36502E-01  -0.13616E-03
 0.48505E+00   0.36376E-01   0.11254E-03
 0.48743E+00   0.36240E-01   0.37442E-03
 0.48991E+00   0.36097E-01   0.64811E-03
 0.49248E+00   0.35945E-01   0.92717E-03
 0.49516E+00   0.35786E-01   0.11990E-02
 0.49784E+00   0.35624E-01   0.14591E-02
 0.50042E+00   0.35463E-01   0.17121E-02
 0.50289E+00   0.35303E-01   0.19711E-02
 0.50527E+00   0.35145E-01   0.22324E-02
 0.50756E+00   0.34989E-01   0.24928E-02
 0.50975E+00   0.34837E-01   0.27493E-02
 0.51187E+00   0.34689E-01   0.30014E-02
 0.51390E+00   0.34545E-01   0.32469E-02
 0.51585E+00   0.34406E-01   0.34818E-02
 0.51773E+00   0.34272E-01   0.37045E-02
 0.51953E+00   0.34142E-01   0.39188E-02
 0.52127E+00   0.34017E-01   0.41230E-02
 0.52294E+00   0.33895E-01   0.43151E-02
 0.52454E+00   0.33777E-01   0.44975E-02
 0.52609E+00   0.33663E-01   0.46720E-02
 0.46532E+00   0.36151E-01  -0.21440E-02
 0.46619E+00   0.37406E-01  -0.18730E-02
 0.46756E+00   0.38193E-01  -0.16087E-02
 0.46915E+00   0.38678E-01  -0.13699E-02
 0.47086E+00   0.38956E-01  -0.11477E-02
 0.47267E+00   0.39061E-01  -0.93390E-03
 0.47455E+00   0.39032E-01  -0.72785E-03
 0.47650E+00   0.38947E-01  -0.51868E-03
 0.47853E+00   0.38846E-01  -0.30395E-03
 0.48065E+00   0.38732E-01  -0.75411E-04
 0.48284E+00   0.38608E-01   0.16586E-03
 0.48513E+00   0.38474E-01   0.41599E-03
 0.48750E+00   0.38330E-01   0.67618E-03
 0.48997E+00   0.38179E-01   0.94100E-03
 0.49255E+00   0.38021E-01   0.12039E-02
 0.49522E+00   0.37853E-01   0.14640E-02
 0.49790E+00   0.37683E-01   0.17157E-02
 0.50047E+00   0.37512E-01   0.19655E-02
 0.50294E+00   0.37342E-01   0.22259E-02
 0.50531E+00   0.37173E-01   0.24930E-02
 0.50759E+00   0.37008E-01   0.27558E-02
 0.50978E+00   0.36848E-01   0.30151E-02
 0.51189E+00   0.36691E-01   0.32680E-02
 0.51392E+00   0.36538E-01   0.35122E-02
 0.51587E+00   0.36391E-01   0.37471E-02
 0.51774E+00   0.36249E-01   0.39712E-02
 0.51954E+00   0.36112E-01   0.41816E-02
 0.52127E+00   0.35981E-01   0.43812E-02
 0.52294E+00   0.35852E-01   0.45717E-02
 0.52454E+00   0.35728E-01   0.47493E-02
 0.52609E+00   0.35608E-01   0.49157E-02
 0.46532E+00   0.38517E-01  -0.18197E-02
 0.46623E+00   0.39738E-01  -0.15554E-02
 0.46764E+00   0.40460E-01  -0.13012E-02
 0.46924E+00   0.40899E-01  -0.10625E-02
 0.47096E+00   0.41139E-01  -0.83655E-03
 0.47276E+00   0.41215E-01  -0.62058E-03
 0.47463E+00   0.41171E-01  -0.41322E-03
 0.47659E+00   0.41076E-01  -0.20081E-03
 0.47861E+00   0.40965E-01   0.18533E-04
 0.48072E+00   0.40843E-01   0.24973E-03
 0.48292E+00   0.40711E-01   0.49121E-03
 0.48520E+00   0.40569E-01   0.73867E-03
 0.48757E+00   0.40418E-01   0.99087E-03
 0.49004E+00   0.40260E-01   0.12440E-02
 0.49260E+00   0.40094E-01   0.14957E-02
 0.49528E+00   0.39918E-01   0.17474E-02
 0.49795E+00   0.39738E-01   0.19901E-02
 0.50051E+00   0.39558E-01   0.22412E-02
 0.50298E+00   0.39377E-01   0.25089E-02
 0.50535E+00   0.39199E-01   0.27755E-02
 0.50762E+00   0.39024E-01   0.30431E-02
 0.50981E+00   0.38854E-01   0.33060E-02
 0.51191E+00   0.38689E-01   0.35587E-02
 0.51394E+00   0.38529E-01   0.38018E-02
 0.51588E+00   0.38374E-01   0.40342E-02
 0.51775E+00   0.38224E-01   0.42528E-02
 0.51955E+00   0.38081E-01   0.44609E-02
 0.52128E+00   0.37942E-01   0.46570E-02
 0.52294E+00   0.37808E-01   0.48390E-02
 0.52455E+00   0.37678E-01   0.50083E-02
 0.52609E+00   0.37553E-01   0.51679E-02
 0.46532E+00   0.40861E-01  -0.15033E-02
 0.46628E+00   0.42040E-01  -0.12299E-02
 0.46772E+00   0.42695E-01  -0.97421E-03
 0.46933E+00   0.43089E-01  -0.73034E-03
 0.47104E+00   0.43292E-01  -0.50136E-03
 0.47284E+00   0.43343E-01  -0.28387E-03
 0.47472E+00   0.43283E-01  -0.72025E-04
 0.47666E+00   0.43178E-01   0.14532E-03
 0.47869E+00   0.43059E-01   0.36532E-03
 0.48079E+00   0.42929E-01   0.59806E-03
 0.48298E+00   0.42789E-01   0.83796E-03
 0.48526E+00   0.42639E-01   0.10801E-02
 0.48763E+00   0.42482E-01   0.13242E-02
 0.49009E+00   0.42317E-01   0.15652E-02
 0.49266E+00   0.42143E-01   0.18062E-02
 0.49533E+00   0.41958E-01   0.20505E-02
 0.49799E+00   0.41769E-01   0.22905E-02
 0.50056E+00   0.41579E-01   0.25446E-02
 0.50302E+00   0.41389E-01   0.28129E-02
 0.50538E+00   0.41200E-01   0.30862E-02
 0.50765E+00   0.41017E-01   0.33520E-02
 0.50984E+00   0.40838E-01   0.36133E-02
 0.51194E+00   0.40665E-01   0.38655E-02
 0.51395E+00   0.40496E-01   0.41074E-02
 0.51590E+00   0.40334E-01   0.43369E-02
 0.51776E+00   0.40177E-01   0.45510E-02
 0.51956E+00   0.40027E-01   0.47544E-02
 0.52129E+00   0.39882E-01   0.49444E-02
 0.52295E+00   0.39742E-01   0.51187E-02
 0.52455E+00   0.39606E-01   0.52819E-02
 0.52609E+00   0.39475E-01   0.54374E-02
 0.46532E+00   0.43179E-01  -0.11692E-02
 0.46633E+00   0.44311E-01  -0.88245E-03
 0.46779E+00   0.44898E-01  -0.61901E-03
 0.46941E+00   0.45247E-01  -0.36998E-03
 0.47112E+00   0.45415E-01  -0.13303E-03
 0.47292E+00   0.45442E-01   0.89262E-04
 0.47479E+00   0.45368E-01   0.30442E-03
 0.47674E+00   0.45254E-01   0.52061E-03
 0.47876E+00   0.45126E-01   0.74635E-03
 0.48086E+00   0.44988E-01   0.97563E-03
 0.48305E+00   0.44841E-01   0.12078E-02
 0.48532E+00   0.44685E-01   0.14422E-02
 0.48769E+00   0.44521E-01   0.16747E-02
 0.49015E+00   0.44349E-01   0.19064E-02
 0.49271E+00   0.44167E-01   0.21415E-02
 0.49537E+00   0.43974E-01   0.23796E-02
 0.49804E+00   0.43775E-01   0.26236E-02
 0.50059E+00   0.43574E-01   0.28800E-02
 0.50305E+00   0.43375E-01   0.31504E-02
 0.50541E+00   0.43177E-01   0.34217E-02
 0.50768E+00   0.42984E-01   0.36899E-02
 0.50986E+00   0.42798E-01   0.39500E-02
 0.51195E+00   0.42616E-01   0.41986E-02
 0.51397E+00   0.42440E-01   0.44350E-02
 0.51591E+00   0.42271E-01   0.46589E-02
 0.51777E+00   0.42107E-01   0.48688E-02
 0.51957E+00   0.41951E-01   0.50620E-02
 0.52129E+00   0.41801E-01   0.52434E-02
 0.52295E+00   0.41654E-01   0.54162E-02
 0.52455E+00   0.41512E-01   0.55748E-02
 0.52609E+00   0.41376E-01   0.57213E-02
 0.46532E+00   0.45469E-01  -0.81066E-03
 0.46637E+00   0.46549E-01  -0.50133E-03
 0.46786E+00   0.47068E-01  -0.22538E-03
 0.46948E+00   0.47372E-01   0.31378E-04
 0.47120E+00   0.47508E-01   0.27108E-03
 0.47299E+00   0.47511E-01   0.49825E-03
 0.47486E+00   0.47424E-01   0.71644E-03
 0.47680E+00   0.47300E-01   0.93618E-03
 0.47882E+00   0.47165E-01   0.11593E-02
 0.48092E+00   0.47021E-01   0.13796E-02
 0.48310E+00   0.46868E-01   0.16021E-02
 0.48538E+00   0.46706E-01   0.18262E-02
 0.48774E+00   0.46535E-01   0.20489E-02
 0.49020E+00   0.46356E-01   0.22739E-02
 0.49276E+00   0.46166E-01   0.25053E-02
 0.49542E+00   0.45963E-01   0.27445E-02
 0.49808E+00   0.45754E-01   0.29879E-02
 0.50063E+00   0.45544E-01   0.32469E-02
 0.50308E+00   0.45334E-01   0.35202E-02
 0.50544E+00   0.45128E-01   0.37890E-02
 0.50770E+00   0.44927E-01   0.40561E-02
 0.50988E+00   0.44732E-01   0.43136E-02
 0.51197E+00   0.44543E-01   0.45570E-02
 0.51399E+00   0.44360E-01   0.47864E-02
 0.51592E+00   0.44184E-01   0.50012E-02
 0.51779E+00   0.44015E-01   0.52013E-02
 0.51958E+00   0.43852E-01   0.53907E-02
 0.52130E+00   0.43695E-01   0.55684E-02
 0.52296E+00   0.43543E-01   0.57329E-02
 0.52455E+00   0.43395E-01   0.58867E-02
 0.52609E+00   0.43253E-01   0.60324E-02
 0.46532E+00   0.47729E-01  -0.40776E-03
 0.46642E+00   0.48748E-01  -0.69816E-04
 0.46793E+00   0.49201E-01   0.21677E-03
 0.46955E+00   0.49462E-01   0.48371E-03
 0.47127E+00   0.49565E-01   0.72986E-03
 0.47306E+00   0.49547E-01   0.95844E-03
 0.47493E+00   0.49448E-01   0.11783E-02
 0.47686E+00   0.49317E-01   0.13926E-02
 0.47888E+00   0.49175E-01   0.16076E-02
 0.48098E+00   0.49024E-01   0.18232E-02
 0.48316E+00   0.48866E-01   0.20338E-02
 0.48543E+00   0.48698E-01   0.22468E-02
 0.48779E+00   0.48521E-01   0.24631E-02
 0.49025E+00   0.48335E-01   0.26803E-02
 0.49280E+00   0.48136E-01   0.29090E-02
 0.49546E+00   0.47925E-01   0.31450E-02
 0.49811E+00   0.47705E-01   0.33945E-02
 0.50066E+00   0.47485E-01   0.36543E-02
 0.50311E+00   0.47267E-01   0.39238E-02
 0.50546E+00   0.47051E-01   0.41950E-02
 0.50772E+00   0.46842E-01   0.44562E-02
 0.50990E+00   0.46641E-01   0.47048E-02
 0.51199E+00   0.46445E-01   0.49410E-02
 0.51400E+00   0.46256E-01   0.51619E-02
 0.51594E+00   0.46074E-01   0.53672E-02
 0.51780E+00   0.45898E-01   0.55602E-02
 0.51959E+00   0.45730E-01   0.57433E-02
 0.52131E+00   0.45566E-01   0.59166E-02
 0.52296E+00   0.45408E-01   0.60792E-02
 0.52455E+00   0.45254E-01   0.62309E-02
 0.52609E+00   0.45105E-01   0.63740E-02
 0.46532E+00   0.49954E-01   0.55458E-04
 0.46647E+00   0.50906E-01   0.42452E-03
 0.46799E+00   0.51294E-01   0.72172E-03
 0.46962E+00   0.51513E-01   0.99676E-03
 0.47133E+00   0.51585E-01   0.12483E-02
 0.47312E+00   0.51548E-01   0.14769E-02
 0.47498E+00   0.51438E-01   0.16917E-02
 0.47692E+00   0.51300E-01   0.18986E-02
 0.47894E+00   0.51153E-01   0.21024E-02
 0.48103E+00   0.50999E-01   0.23015E-02
 0.48321E+00   0.50835E-01   0.25030E-02
 0.48548E+00   0.50661E-01   0.27081E-02
 0.48784E+00   0.50477E-01   0.29156E-02
 0.49029E+00   0.50284E-01   0.31281E-02
 0.49284E+00   0.50078E-01   0.33514E-02
 0.49549E+00   0.49856E-01   0.35920E-02
 0.49814E+00   0.49626E-01   0.38416E-02
 0.50069E+00   0.49397E-01   0.41031E-02
 0.50313E+00   0.49170E-01   0.43725E-02
 0.50548E+00   0.48947E-01   0.46351E-02
 0.50774E+00   0.48731E-01   0.48888E-02
 0.50992E+00   0.48522E-01   0.51295E-02
 0.51201E+00   0.48321E-01   0.53532E-02
 0.51402E+00   0.48126E-01   0.55645E-02
 0.51595E+00   0.47938E-01   0.57649E-02
 0.51781E+00   0.47756E-01   0.59521E-02
 0.51960E+00   0.47581E-01   0.61295E-02
 0.52131E+00   0.47412E-01   0.62986E-02
 0.52297E+00   0.47247E-01   0.64585E-02
 0.52456E+00   0.47087E-01   0.66086E-02
 0.52609E+00   0.46932E-01   0.67505E-02
 0.46532E+00   0.52140E-01   0.58886E-03
 0.46651E+00   0.53016E-01   0.99330E-03
 0.46804E+00   0.53341E-01   0.13060E-02
 0.46968E+00   0.53518E-01   0.15869E-02
 0.47139E+00   0.53562E-01   0.18383E-02
 0.47318E+00   0.53508E-01   0.20596E-02
 0.47504E+00   0.53390E-01   0.22641E-02
 0.47697E+00   0.53248E-01   0.24552E-02
 0.47899E+00   0.53098E-01   0.26424E-02
 0.48108E+00   0.52938E-01   0.28331E-02
 0.48326E+00   0.52769E-01   0.30240E-02
 0.48553E+00   0.52591E-01   0.32151E-02
 0.48788E+00   0.52403E-01   0.34121E-02
 0.49033E+00   0.52202E-01   0.36201E-02
 0.49288E+00   0.51987E-01   0.38427E-02
 0.49553E+00   0.51756E-01   0.40837E-02
 0.49818E+00   0.51516E-01   0.43378E-02
 0.50072E+00   0.51277E-01   0.45980E-02
 0.50316E+00   0.51043E-01   0.48588E-02
 0.50551E+00   0.50814E-01   0.51132E-02
 0.50776E+00   0.50591E-01   0.53546E-02
 0.50994E+00   0.50378E-01   0.55830E-02
 0.51202E+00   0.50170E-01   0.57992E-02
 0.51403E+00   0.49968E-01   0.60051E-02
 0.51596E+00   0.49773E-01   0.61995E-02
 0.51782E+00   0.49585E-01   0.63815E-02
 0.51960E+00   0.49404E-01   0.65562E-02
 0.52132E+00   0.49229E-01   0.67220E-02
 0.52297E+00   0.49058E-01   0.68767E-02
 0.52456E+00   0.48893E-01   0.70233E-02
 0.52609E+00   0.48732E-01   0.71636E-02
 0.46532E+00   0.54276E-01   0.12189E-02
 0.46655E+00   0.55070E-01   0.16600E-02
 0.46810E+00   0.55336E-01   0.19758E-02
 0.46973E+00   0.55475E-01   0.22539E-02
 0.47145E+00   0.55495E-01   0.24957E-02
 0.47323E+00   0.55428E-01   0.27018E-02
 0.47509E+00   0.55305E-01   0.28895E-02
 0.47703E+00   0.55158E-01   0.30681E-02
 0.47904E+00   0.55005E-01   0.32412E-02
 0.48113E+00   0.54843E-01   0.34144E-02
 0.48331E+00   0.54670E-01   0.35922E-02
 0.48557E+00   0.54486E-01   0.37761E-02
 0.48793E+00   0.54291E-01   0.39665E-02
 0.49038E+00   0.54084E-01   0.41682E-02
 0.49292E+00   0.53861E-01   0.43878E-02
 0.49556E+00   0.53621E-01   0.46288E-02
 0.49821E+00   0.53371E-01   0.48839E-02
 0.50074E+00   0.53124E-01   0.51406E-02
 0.50318E+00   0.52883E-01   0.53938E-02
 0.50553E+00   0.52648E-01   0.56340E-02
 0.50779E+00   0.52420E-01   0.58673E-02
 0.50995E+00   0.52200E-01   0.60882E-02
 0.51204E+00   0.51986E-01   0.62960E-02
 0.51405E+00   0.51778E-01   0.64945E-02
 0.51597E+00   0.51577E-01   0.66844E-02
 0.51783E+00   0.51383E-01   0.68634E-02
 0.51961E+00   0.51196E-01   0.70313E-02
 0.52133E+00   0.51015E-01   0.71905E-02
 0.52298E+00   0.50839E-01   0.73426E-02
 0.52456E+00   0.50668E-01   0.74863E-02
 0.52609E+00   0.50502E-01   0.76226E-02
 0.46532E+00   0.56355E-01   0.19562E-02
 0.46659E+00   0.57061E-01   0.24240E-02
 0.46815E+00   0.57275E-01   0.27303E-02
 0.46978E+00   0.57382E-01   0.29937E-02
 0.47150E+00   0.57383E-01   0.32172E-02
 0.47329E+00   0.57304E-01   0.34072E-02
 0.47515E+00   0.57177E-01   0.35744E-02
 0.47708E+00   0.57029E-01   0.37355E-02
 0.47909E+00   0.56873E-01   0.38923E-02
 0.48118E+00   0.56707E-01   0.40545E-02
 0.48336E+00   0.56530E-01   0.42205E-02
 0.48562E+00   0.56342E-01   0.43943E-02
 0.48797E+00   0.56141E-01   0.45792E-02
 0.49042E+00   0.55926E-01   0.47773E-02
 0.49296E+00   0.55695E-01   0.49970E-02
 0.49560E+00   0.55445E-01   0.52388E-02
 0.49824E+00   0.55188E-01   0.54886E-02
 0.50077E+00   0.54933E-01   0.57402E-02
 0.50321E+00   0.54686E-01   0.59832E-02
 0.50555E+00   0.54446E-01   0.62140E-02
 0.50781E+00   0.54211E-01   0.64386E-02
 0.50997E+00   0.53985E-01   0.66505E-02
 0.51206E+00   0.53765E-01   0.68514E-02
 0.51406E+00   0.53552E-01   0.70420E-02
 0.51599E+00   0.53346E-01   0.72235E-02
 0.51784E+00   0.53146E-01   0.73969E-02
 0.51962E+00   0.52954E-01   0.75600E-02
 0.52133E+00   0.52768E-01   0.77141E-02
 0.52298E+00   0.52586E-01   0.78610E-02
 0.52456E+00   0.52410E-01   0.79994E-02
 0.52609E+00   0.52240E-01   0.81307E-02
 0.46532E+00   0.58368E-01   0.28030E-02
 0.46663E+00   0.58991E-01   0.32721E-02
 0.46819E+00   0.59161E-01   0.35569E-02
 0.46984E+00   0.59238E-01   0.38002E-02
 0.47155E+00   0.59222E-01   0.40021E-02
 0.47334E+00   0.59136E-01   0.41701E-02
 0.47520E+00   0.59005E-01   0.43191E-02
 0.47713E+00   0.58855E-01   0.44634E-02
 0.47914E+00   0.58696E-01   0.46089E-02
 0.48123E+00   0.58527E-01   0.47581E-02
 0.48340E+00   0.58345E-01   0.49176E-02
 0.48566E+00   0.58150E-01   0.50893E-02
 0.48801E+00   0.57941E-01   0.52739E-02
 0.49045E+00   0.57717E-01   0.54741E-02
 0.49299E+00   0.57477E-01   0.56930E-02
 0.49563E+00   0.57220E-01   0.59311E-02
 0.49826E+00   0.56956E-01   0.61732E-02
 0.50079E+00   0.56697E-01   0.64103E-02
 0.50323E+00   0.56445E-01   0.66433E-02
 0.50557E+00   0.56199E-01   0.68642E-02
 0.50782E+00   0.55961E-01   0.70748E-02
 0.50999E+00   0.55730E-01   0.72765E-02
 0.51207E+00   0.55506E-01   0.74669E-02
 0.51407E+00   0.55287E-01   0.76493E-02
 0.51600E+00   0.55076E-01   0.78236E-02
 0.51785E+00   0.54872E-01   0.79873E-02
 0.51963E+00   0.54675E-01   0.81433E-02
 0.52134E+00   0.54484E-01   0.82905E-02
 0.52298E+00   0.54299E-01   0.84285E-02
 0.52456E+00   0.54119E-01   0.85599E-02
 0.52609E+00   0.53944E-01   0.86862E-02
 0.46532E+00   0.60315E-01   0.37427E-02
 0.46667E+00   0.60860E-01   0.41928E-02
 0.46824E+00   0.60989E-01   0.44527E-02
 0.46989E+00   0.61044E-01   0.46656E-02
 0.47160E+00   0.61012E-01   0.48456E-02
 0.47339E+00   0.60918E-01   0.49942E-02
 0.47525E+00   0.60784E-01   0.51283E-02
 0.47718E+00   0.60627E-01   0.52682E-02
 0.47918E+00   0.60463E-01   0.54084E-02
 0.48127E+00   0.60287E-01   0.55563E-02
 0.48344E+00   0.60096E-01   0.57174E-02
 0.48570E+00   0.59892E-01   0.58900E-02
 0.48804E+00   0.59677E-01   0.60724E-02
 0.49048E+00   0.59446E-01   0.62694E-02
 0.49301E+00   0.59199E-01   0.64833E-02
 0.49565E+00   0.58937E-01   0.67094E-02
 0.49828E+00   0.58670E-01   0.69377E-02
 0.50081E+00   0.58408E-01   0.71613E-02
 0.50325E+00   0.58153E-01   0.73786E-02
 0.50559E+00   0.57905E-01   0.75841E-02
 0.50784E+00   0.57664E-01   0.77799E-02
 0.51000E+00   0.57429E-01   0.79706E-02
 0.51208E+00   0.57201E-01   0.81498E-02
 0.51408E+00   0.56979E-01   0.83204E-02
 0.51601E+00   0.56765E-01   0.84832E-02
 0.51785E+00   0.56557E-01   0.86362E-02
 0.51963E+00   0.56357E-01   0.87816E-02
 0.52134E+00   0.56163E-01   0.89206E-02
 0.52299E+00   0.55973E-01   0.90531E-02
 0.52457E+00   0.55788E-01   0.91789E-02
 0.52609E+00   0.55610E-01   0.92987E-02
 0.46532E+00   0.62198E-01   0.47611E-02
 0.46671E+00   0.62660E-01   0.51928E-02
 0.46828E+00   0.62748E-01   0.54314E-02
 0.46993E+00   0.62769E-01   0.56366E-02
 0.47164E+00   0.62718E-01   0.58058E-02
 0.47343E+00   0.62611E-01   0.59481E-02
 0.47528E+00   0.62467E-01   0.60817E-02
 0.47721E+00   0.62307E-01   0.62135E-02
 0.47922E+00   0.62137E-01   0.63494E-02
 0.48130E+00   0.61953E-01   0.64975E-02
 0.48347E+00   0.61758E-01   0.66508E-02
 0.48572E+00   0.61552E-01   0.68137E-02
 0.48806E+00   0.61332E-01   0.69892E-02
 0.49050E+00   0.61099E-01   0.71734E-02
 0.49303E+00   0.60854E-01   0.73684E-02
 0.49567E+00   0.60591E-01   0.75770E-02
 0.49830E+00   0.60323E-01   0.77886E-02
 0.50083E+00   0.60061E-01   0.79932E-02
 0.50326E+00   0.59807E-01   0.81879E-02
 0.50560E+00   0.59557E-01   0.83782E-02
 0.50785E+00   0.59314E-01   0.85596E-02
 0.51001E+00   0.59078E-01   0.87344E-02
 0.51209E+00   0.58847E-01   0.89001E-02
 0.51409E+00   0.58624E-01   0.90574E-02
 0.51601E+00   0.58407E-01   0.92072E-02
 0.51786E+00   0.58196E-01   0.93502E-02
 0.51964E+00   0.57992E-01   0.94880E-02
 0.52135E+00   0.57794E-01   0.96197E-02
 0.52299E+00   0.57601E-01   0.97444E-02
 0.52457E+00   0.57413E-01   0.98630E-02
 0.52609E+00   0.57231E-01   0.99766E-02
 0.46532E+00   0.63978E-01   0.59099E-02
 0.46674E+00   0.64334E-01   0.63452E-02
 0.46831E+00   0.64374E-01   0.65786E-02
 0.46996E+00   0.64363E-01   0.67757E-02
 0.47167E+00   0.64292E-01   0.69358E-02
 0.47345E+00   0.64174E-01   0.70704E-02
 0.47531E+00   0.64027E-01   0.71931E-02
 0.47723E+00   0.63864E-01   0.73158E-02
 0.47924E+00   0.63692E-01   0.74428E-02
 0.48132E+00   0.63509E-01   0.75770E-02
 0.48349E+00   0.63316E-01   0.77179E-02
 0.48574E+00   0.63110E-01   0.78667E-02
 0.48808E+00   0.62893E-01   0.80247E-02
 0.49052E+00   0.62664E-01   0.81894E-02
 0.49305E+00   0.62423E-01   0.83629E-02
 0.49568E+00   0.62166E-01   0.85472E-02
 0.49832E+00   0.61902E-01   0.87331E-02
 0.50085E+00   0.61644E-01   0.89145E-02
 0.50328E+00   0.61393E-01   0.90878E-02
 0.50562E+00   0.61144E-01   0.92583E-02
 0.50787E+00   0.60902E-01   0.94217E-02
 0.51003E+00   0.60667E-01   0.95782E-02
 0.51210E+00   0.60436E-01   0.97279E-02
 0.51410E+00   0.60211E-01   0.98718E-02
 0.51602E+00   0.59992E-01   0.10011E-01
 0.51787E+00   0.59778E-01   0.10145E-01
 0.51964E+00   0.59573E-01   0.10270E-01
 0.52135E+00   0.59374E-01   0.10390E-01
 0.52299E+00   0.59178E-01   0.10507E-01
 0.52457E+00   0.58986E-01   0.10618E-01
 0.52609E+00   0.58801E-01   0.10725E-01
 0.46532E+00   0.65585E-01   0.72561E-02
 0.46676E+00   0.65830E-01   0.76882E-02
 0.46834E+00   0.65829E-01   0.79049E-02
 0.46998E+00   0.65790E-01   0.80871E-02
 0.47169E+00   0.65704E-01   0.82334E-02
 0.47347E+00   0.65584E-01   0.83524E-02
 0.47533E+00   0.65440E-01   0.84588E-02
 0.47725E+00   0.65281E-01   0.85660E-02
 0.47926E+00   0.65115E-01   0.86762E-02
 0.48134E+00   0.64940E-01   0.87907E-02
 0.48351E+00   0.64754E-01   0.89105E-02
 0.48576E+00   0.64558E-01   0.90377E-02
 0.48810E+00   0.64350E-01   0.91723E-02
 0.49053E+00   0.64129E-01   0.93143E-02
 0.49307E+00   0.63896E-01   0.94633E-02
 0.49570E+00   0.63649E-01   0.96198E-02
 0.49833E+00   0.63393E-01   0.97809E-02
